0	0	34540.0
0	1000000	36029.0
1000000	1000000	322882.0
0	2000000	5492.0
1000000	2000000	75841.0
2000000	2000000	372776.0
0	3000000	4384.0
1000000	3000000	27422.0
2000000	3000000	164252.0
3000000	3000000	456829.0
0	4000000	1269.0
1000000	4000000	7609.0
2000000	4000000	17425.0
3000000	4000000	97076.0
4000000	4000000	331854.0
0	5000000	1298.0
1000000	5000000	7610.0
2000000	5000000	14142.0
3000000	5000000	42390.0
4000000	5000000	167201.0
5000000	5000000	363104.0
0	6000000	2025.0
1000000	6000000	12702.0
2000000	6000000	14590.0
3000000	6000000	25705.0
4000000	6000000	20679.0
5000000	6000000	50731.0
6000000	6000000	344019.0
0	7000000	1031.0
1000000	7000000	5509.0
2000000	7000000	5747.0
3000000	7000000	8890.0
4000000	7000000	8594.0
5000000	7000000	12256.0
6000000	7000000	101481.0
7000000	7000000	327300.0
0	8000000	764.0
1000000	8000000	4358.0
2000000	8000000	3808.0
3000000	8000000	5130.0
4000000	8000000	4700.0
5000000	8000000	6024.0
6000000	8000000	15471.0
7000000	8000000	56349.0
8000000	8000000	268542.0
0	9000000	956.0
1000000	9000000	5794.0
2000000	9000000	5022.0
3000000	9000000	6431.0
4000000	9000000	4849.0
5000000	9000000	6122.0
6000000	9000000	14366.0
7000000	9000000	18301.0
8000000	9000000	53692.0
9000000	9000000	331109.0
0	10000000	937.0
1000000	10000000	5718.0
2000000	10000000	4443.0
3000000	10000000	5593.0
4000000	10000000	3912.0
5000000	10000000	4816.0
6000000	10000000	10393.0
7000000	10000000	9195.0
8000000	10000000	11405.0
9000000	10000000	71021.0
10000000	10000000	363062.0
0	11000000	1238.0
1000000	11000000	7282.0
2000000	11000000	6035.0
3000000	11000000	7444.0
4000000	11000000	4478.0
5000000	11000000	5454.0
6000000	11000000	11073.0
7000000	11000000	7615.0
8000000	11000000	7796.0
9000000	11000000	17348.0
10000000	11000000	57775.0
11000000	11000000	388259.0
0	12000000	1000.0
1000000	12000000	4433.0
2000000	12000000	6606.0
3000000	12000000	7773.0
4000000	12000000	4681.0
5000000	12000000	5437.0
6000000	12000000	6495.0
7000000	12000000	4734.0
8000000	12000000	4267.0
9000000	12000000	6991.0
10000000	12000000	9941.0
11000000	12000000	47052.0
12000000	12000000	254850.0
0	13000000	509.0
1000000	13000000	1996.0
2000000	13000000	4707.0
3000000	13000000	4933.0
4000000	13000000	3337.0
5000000	13000000	3579.0
6000000	13000000	2900.0
7000000	13000000	2512.0
8000000	13000000	2104.0
9000000	13000000	3069.0
10000000	13000000	3877.0
11000000	13000000	7704.0
12000000	13000000	40729.0
13000000	13000000	145189.0
0	14000000	669.0
1000000	14000000	3062.0
2000000	14000000	3998.0
3000000	14000000	5415.0
4000000	14000000	4593.0
5000000	14000000	5031.0
6000000	14000000	4749.0
7000000	14000000	4017.0
8000000	14000000	3456.0
9000000	14000000	4684.0
10000000	14000000	5333.0
11000000	14000000	9695.0
12000000	14000000	21897.0
13000000	14000000	55565.0
14000000	14000000	319363.0
0	15000000	964.0
1000000	15000000	5225.0
2000000	15000000	5068.0
3000000	15000000	6219.0
4000000	15000000	4274.0
5000000	15000000	4959.0
6000000	15000000	7343.0
7000000	15000000	5265.0
8000000	15000000	4586.0
9000000	15000000	7037.0
10000000	15000000	8452.0
11000000	15000000	15393.0
12000000	15000000	18086.0
13000000	15000000	17270.0
14000000	15000000	100332.0
15000000	15000000	306071.0
0	16000000	934.0
1000000	16000000	4991.0
2000000	16000000	3859.0
3000000	16000000	4474.0
4000000	16000000	2725.0
5000000	16000000	3166.0
6000000	16000000	6232.0
7000000	16000000	4072.0
8000000	16000000	4004.0
9000000	16000000	6017.0
10000000	16000000	7107.0
11000000	16000000	10810.0
12000000	16000000	7446.0
13000000	16000000	4316.0
14000000	16000000	8817.0
15000000	16000000	53171.0
16000000	16000000	227103.0
0	17000000	771.0
1000000	17000000	4756.0
2000000	17000000	3678.0
3000000	17000000	4482.0
4000000	17000000	3159.0
5000000	17000000	3449.0
6000000	17000000	5556.0
7000000	17000000	4327.0
8000000	17000000	3880.0
9000000	17000000	5758.0
10000000	17000000	5920.0
11000000	17000000	7678.0
12000000	17000000	4977.0
13000000	17000000	3092.0
14000000	17000000	5855.0
15000000	17000000	10826.0
16000000	17000000	43526.0
17000000	17000000	410944.0
0	18000000	737.0
1000000	18000000	3722.0
2000000	18000000	3271.0
3000000	18000000	4002.0
4000000	18000000	2882.0
5000000	18000000	3277.0
6000000	18000000	4799.0
7000000	18000000	3883.0
8000000	18000000	3500.0
9000000	18000000	4772.0
10000000	18000000	4902.0
11000000	18000000	5761.0
12000000	18000000	3923.0
13000000	18000000	2578.0
14000000	18000000	4826.0
15000000	18000000	7729.0
16000000	18000000	12374.0
17000000	18000000	148784.0
18000000	18000000	450241.0
0	19000000	714.0
1000000	19000000	3424.0
2000000	19000000	2595.0
3000000	19000000	3289.0
4000000	19000000	2333.0
5000000	19000000	2597.0
6000000	19000000	4175.0
7000000	19000000	3359.0
8000000	19000000	3049.0
9000000	19000000	4363.0
10000000	19000000	4658.0
11000000	19000000	5704.0
12000000	19000000	3323.0
13000000	19000000	2039.0
14000000	19000000	3584.0
15000000	19000000	5932.0
16000000	19000000	8405.0
17000000	19000000	21910.0
18000000	19000000	74211.0
19000000	19000000	317895.0
0	20000000	567.0
1000000	20000000	2732.0
2000000	20000000	2254.0
3000000	20000000	2789.0
4000000	20000000	2055.0
5000000	20000000	2282.0
6000000	20000000	3483.0
7000000	20000000	2919.0
8000000	20000000	2810.0
9000000	20000000	3542.0
10000000	20000000	3622.0
11000000	20000000	3979.0
12000000	20000000	2769.0
13000000	20000000	1734.0
14000000	20000000	2919.0
15000000	20000000	4595.0
16000000	20000000	5829.0
17000000	20000000	11304.0
18000000	20000000	16102.0
19000000	20000000	78243.0
20000000	20000000	298051.0
0	21000000	661.0
1000000	21000000	3606.0
2000000	21000000	2477.0
3000000	21000000	2796.0
4000000	21000000	1811.0
5000000	21000000	2123.0
6000000	21000000	3891.0
7000000	21000000	2819.0
8000000	21000000	2777.0
9000000	21000000	4033.0
10000000	21000000	4001.0
11000000	21000000	4390.0
12000000	21000000	2705.0
13000000	21000000	1552.0
14000000	21000000	2576.0
15000000	21000000	4482.0
16000000	21000000	6415.0
17000000	21000000	8756.0
18000000	21000000	9883.0
19000000	21000000	16248.0
20000000	21000000	65083.0
21000000	21000000	302100.0
0	22000000	647.0
1000000	22000000	3329.0
2000000	22000000	2498.0
3000000	22000000	2930.0
4000000	22000000	2047.0
5000000	22000000	2327.0
6000000	22000000	3885.0
7000000	22000000	3041.0
8000000	22000000	2976.0
9000000	22000000	4089.0
10000000	22000000	3749.0
11000000	22000000	4175.0
12000000	22000000	2622.0
13000000	22000000	1637.0
14000000	22000000	2830.0
15000000	22000000	4397.0
16000000	22000000	5195.0
17000000	22000000	7993.0
18000000	22000000	8915.0
19000000	22000000	11046.0
20000000	22000000	15560.0
21000000	22000000	63463.0
22000000	22000000	423899.0
0	23000000	520.0
1000000	23000000	2763.0
2000000	23000000	2003.0
3000000	23000000	2247.0
4000000	23000000	1708.0
5000000	23000000	1850.0
6000000	23000000	3259.0
7000000	23000000	2537.0
8000000	23000000	2470.0
9000000	23000000	3692.0
10000000	23000000	3535.0
11000000	23000000	3883.0
12000000	23000000	2368.0
13000000	23000000	1356.0
14000000	23000000	2280.0
15000000	23000000	3757.0
16000000	23000000	4416.0
17000000	23000000	6120.0
18000000	23000000	6127.0
19000000	23000000	7555.0
20000000	23000000	8661.0
21000000	23000000	14630.0
22000000	23000000	61582.0
23000000	23000000	269677.0
0	24000000	492.0
1000000	24000000	2492.0
2000000	24000000	1921.0
3000000	24000000	2287.0
4000000	24000000	1786.0
5000000	24000000	1922.0
6000000	24000000	3175.0
7000000	24000000	2645.0
8000000	24000000	2664.0
9000000	24000000	3473.0
10000000	24000000	3405.0
11000000	24000000	3628.0
12000000	24000000	2504.0
13000000	24000000	1456.0
14000000	24000000	2477.0
15000000	24000000	3714.0
16000000	24000000	4008.0
17000000	24000000	5640.0
18000000	24000000	5801.0
19000000	24000000	6487.0
20000000	24000000	6821.0
21000000	24000000	8567.0
22000000	24000000	14268.0
23000000	24000000	44631.0
24000000	24000000	325014.0
0	25000000	502.0
1000000	25000000	2521.0
2000000	25000000	1979.0
3000000	25000000	2248.0
4000000	25000000	1526.0
5000000	25000000	1773.0
6000000	25000000	3120.0
7000000	25000000	2618.0
8000000	25000000	2540.0
9000000	25000000	3426.0
10000000	25000000	3356.0
11000000	25000000	3393.0
12000000	25000000	2340.0
13000000	25000000	1336.0
14000000	25000000	2304.0
15000000	25000000	3546.0
16000000	25000000	3818.0
17000000	25000000	5070.0
18000000	25000000	5127.0
19000000	25000000	5531.0
20000000	25000000	5424.0
21000000	25000000	6777.0
22000000	25000000	9585.0
23000000	25000000	13341.0
24000000	25000000	77709.0
25000000	25000000	281504.0
0	26000000	588.0
1000000	26000000	3299.0
2000000	26000000	2271.0
3000000	26000000	2495.0
4000000	26000000	1647.0
5000000	26000000	1916.0
6000000	26000000	3579.0
7000000	26000000	2660.0
8000000	26000000	2812.0
9000000	26000000	3710.0
10000000	26000000	3842.0
11000000	26000000	4129.0
12000000	26000000	2384.0
13000000	26000000	1399.0
14000000	26000000	2161.0
15000000	26000000	3896.0
16000000	26000000	4421.0
17000000	26000000	5452.0
18000000	26000000	4947.0
19000000	26000000	5329.0
20000000	26000000	5226.0
21000000	26000000	6837.0
22000000	26000000	8110.0
23000000	26000000	10396.0
24000000	26000000	14942.0
25000000	26000000	55855.0
26000000	26000000	302169.0
0	27000000	499.0
1000000	27000000	2805.0
2000000	27000000	2073.0
3000000	27000000	2235.0
4000000	27000000	1536.0
5000000	27000000	1733.0
6000000	27000000	3113.0
7000000	27000000	2367.0
8000000	27000000	2448.0
9000000	27000000	3296.0
10000000	27000000	3380.0
11000000	27000000	3494.0
12000000	27000000	2214.0
13000000	27000000	1257.0
14000000	27000000	2054.0
15000000	27000000	3389.0
16000000	27000000	3776.0
17000000	27000000	4495.0
18000000	27000000	3954.0
19000000	27000000	4245.0
20000000	27000000	4088.0
21000000	27000000	5074.0
22000000	27000000	5940.0
23000000	27000000	6515.0
24000000	27000000	8191.0
25000000	27000000	11534.0
26000000	27000000	46532.0
27000000	27000000	324898.0
0	28000000	373.0
1000000	28000000	2239.0
2000000	28000000	1573.0
3000000	28000000	1816.0
4000000	28000000	1348.0
5000000	28000000	1447.0
6000000	28000000	2625.0
7000000	28000000	1908.0
8000000	28000000	2009.0
9000000	28000000	2687.0
10000000	28000000	2769.0
11000000	28000000	2940.0
12000000	28000000	1921.0
13000000	28000000	1044.0
14000000	28000000	1759.0
15000000	28000000	2939.0
16000000	28000000	3126.0
17000000	28000000	3449.0
18000000	28000000	2987.0
19000000	28000000	3285.0
20000000	28000000	3097.0
21000000	28000000	3810.0
22000000	28000000	3949.0
23000000	28000000	4383.0
24000000	28000000	5172.0
25000000	28000000	6122.0
26000000	28000000	11831.0
27000000	28000000	49445.0
28000000	28000000	220812.0
0	29000000	357.0
1000000	29000000	1896.0
2000000	29000000	1777.0
3000000	29000000	2062.0
4000000	29000000	1632.0
5000000	29000000	1933.0
6000000	29000000	2512.0
7000000	29000000	2072.0
8000000	29000000	1814.0
9000000	29000000	2435.0
10000000	29000000	2304.0
11000000	29000000	2555.0
12000000	29000000	1956.0
13000000	29000000	1307.0
14000000	29000000	2230.0
15000000	29000000	2859.0
16000000	29000000	2707.0
17000000	29000000	3239.0
18000000	29000000	3346.0
19000000	29000000	3137.0
20000000	29000000	2976.0
21000000	29000000	3201.0
22000000	29000000	3787.0
23000000	29000000	3565.0
24000000	29000000	4434.0
25000000	29000000	5102.0
26000000	29000000	6967.0
27000000	29000000	11321.0
28000000	29000000	54290.0
29000000	29000000	371284.0
0	30000000	402.0
1000000	30000000	1963.0
2000000	30000000	1752.0
3000000	30000000	2171.0
4000000	30000000	1792.0
5000000	30000000	1948.0
6000000	30000000	2352.0
7000000	30000000	2070.0
8000000	30000000	1815.0
9000000	30000000	2210.0
10000000	30000000	2266.0
11000000	30000000	2458.0
12000000	30000000	2030.0
13000000	30000000	1289.0
14000000	30000000	2120.0
15000000	30000000	2792.0
16000000	30000000	2532.0
17000000	30000000	3370.0
18000000	30000000	3338.0
19000000	30000000	3135.0
20000000	30000000	2976.0
21000000	30000000	3143.0
22000000	30000000	3729.0
23000000	30000000	3385.0
24000000	30000000	4126.0
25000000	30000000	4498.0
26000000	30000000	6022.0
27000000	30000000	8548.0
28000000	30000000	16316.0
29000000	30000000	177984.0
30000000	30000000	361124.0
0	31000000	517.0
1000000	31000000	2754.0
2000000	31000000	1965.0
3000000	31000000	2210.0
4000000	31000000	1504.0
5000000	31000000	1680.0
6000000	31000000	3118.0
7000000	31000000	2226.0
8000000	31000000	2300.0
9000000	31000000	3096.0
10000000	31000000	3147.0
11000000	31000000	3333.0
12000000	31000000	2166.0
13000000	31000000	1161.0
14000000	31000000	1941.0
15000000	31000000	3308.0
16000000	31000000	3439.0
17000000	31000000	3810.0
18000000	31000000	3654.0
19000000	31000000	3718.0
20000000	31000000	3466.0
21000000	31000000	3994.0
22000000	31000000	4299.0
23000000	31000000	4238.0
24000000	31000000	4839.0
25000000	31000000	5180.0
26000000	31000000	7475.0
27000000	31000000	9404.0
28000000	31000000	12060.0
29000000	31000000	18164.0
30000000	31000000	48155.0
31000000	31000000	318093.0
0	32000000	488.0
1000000	32000000	2584.0
2000000	32000000	1768.0
3000000	32000000	1923.0
4000000	32000000	1384.0
5000000	32000000	1527.0
6000000	32000000	2951.0
7000000	32000000	2004.0
8000000	32000000	2135.0
9000000	32000000	2810.0
10000000	32000000	2912.0
11000000	32000000	3233.0
12000000	32000000	1836.0
13000000	32000000	1037.0
14000000	32000000	1706.0
15000000	32000000	2989.0
16000000	32000000	3139.0
17000000	32000000	3692.0
18000000	32000000	3246.0
19000000	32000000	3411.0
20000000	32000000	3026.0
21000000	32000000	3602.0
22000000	32000000	3743.0
23000000	32000000	3918.0
24000000	32000000	4158.0
25000000	32000000	4441.0
26000000	32000000	6611.0
27000000	32000000	7062.0
28000000	32000000	7578.0
29000000	32000000	7903.0
30000000	32000000	10274.0
31000000	32000000	51978.0
32000000	32000000	270105.0
0	33000000	317.0
1000000	33000000	1721.0
2000000	33000000	1409.0
3000000	33000000	1752.0
4000000	33000000	1460.0
5000000	33000000	1649.0
6000000	33000000	2343.0
7000000	33000000	2014.0
8000000	33000000	1734.0
9000000	33000000	2368.0
10000000	33000000	2172.0
11000000	33000000	2358.0
12000000	33000000	1714.0
13000000	33000000	1108.0
14000000	33000000	1827.0
15000000	33000000	2516.0
16000000	33000000	2418.0
17000000	33000000	3038.0
18000000	33000000	3029.0
19000000	33000000	2881.0
20000000	33000000	2814.0
21000000	33000000	2887.0
22000000	33000000	3381.0
23000000	33000000	3133.0
24000000	33000000	3610.0
25000000	33000000	3872.0
26000000	33000000	4484.0
27000000	33000000	4720.0
28000000	33000000	4489.0
29000000	33000000	6421.0
30000000	33000000	7853.0
31000000	33000000	12477.0
32000000	33000000	55403.0
33000000	33000000	309171.0
0	34000000	315.0
1000000	34000000	1347.0
2000000	34000000	1168.0
3000000	34000000	1567.0
4000000	34000000	1390.0
5000000	34000000	1510.0
6000000	34000000	2004.0
7000000	34000000	1695.0
8000000	34000000	1547.0
9000000	34000000	1894.0
10000000	34000000	1822.0
11000000	34000000	1830.0
12000000	34000000	1465.0
13000000	34000000	972.0
14000000	34000000	1617.0
15000000	34000000	2041.0
16000000	34000000	1942.0
17000000	34000000	2503.0
18000000	34000000	2442.0
19000000	34000000	2488.0
20000000	34000000	2475.0
21000000	34000000	2389.0
22000000	34000000	2680.0
23000000	34000000	2533.0
24000000	34000000	2986.0
25000000	34000000	3095.0
26000000	34000000	3366.0
27000000	34000000	3591.0
28000000	34000000	3376.0
29000000	34000000	4929.0
30000000	34000000	5709.0
31000000	34000000	7478.0
32000000	34000000	11958.0
33000000	34000000	111009.0
34000000	34000000	288828.0
0	35000000	300.0
1000000	35000000	1655.0
2000000	35000000	1244.0
3000000	35000000	1439.0
4000000	35000000	1109.0
5000000	35000000	1160.0
6000000	35000000	2106.0
7000000	35000000	1633.0
8000000	35000000	1688.0
9000000	35000000	2095.0
10000000	35000000	2118.0
11000000	35000000	2094.0
12000000	35000000	1359.0
13000000	35000000	799.0
14000000	35000000	1217.0
15000000	35000000	2124.0
16000000	35000000	2122.0
17000000	35000000	2493.0
18000000	35000000	2328.0
19000000	35000000	2493.0
20000000	35000000	2368.0
21000000	35000000	2567.0
22000000	35000000	2636.0
23000000	35000000	2945.0
24000000	35000000	3079.0
25000000	35000000	2898.0
26000000	35000000	3933.0
27000000	35000000	3961.0
28000000	35000000	3722.0
29000000	35000000	3652.0
30000000	35000000	3814.0
31000000	35000000	6491.0
32000000	35000000	9688.0
33000000	35000000	15397.0
34000000	35000000	51050.0
35000000	35000000	225452.0
0	36000000	399.0
1000000	36000000	1994.0
2000000	36000000	1551.0
3000000	36000000	1921.0
4000000	36000000	1411.0
5000000	36000000	1576.0
6000000	36000000	2610.0
7000000	36000000	2117.0
8000000	36000000	2008.0
9000000	36000000	2567.0
10000000	36000000	2588.0
11000000	36000000	2764.0
12000000	36000000	1672.0
13000000	36000000	936.0
14000000	36000000	1658.0
15000000	36000000	2611.0
16000000	36000000	2662.0
17000000	36000000	3283.0
18000000	36000000	3025.0
19000000	36000000	2948.0
20000000	36000000	2749.0
21000000	36000000	3123.0
22000000	36000000	3357.0
23000000	36000000	3310.0
24000000	36000000	3538.0
25000000	36000000	3686.0
26000000	36000000	4472.0
27000000	36000000	4361.0
28000000	36000000	3970.0
29000000	36000000	4214.0
30000000	36000000	4602.0
31000000	36000000	6379.0
32000000	36000000	7805.0
33000000	36000000	10181.0
34000000	36000000	11755.0
35000000	36000000	38878.0
36000000	36000000	342191.0
0	37000000	333.0
1000000	37000000	1845.0
2000000	37000000	1334.0
3000000	37000000	1713.0
4000000	37000000	1251.0
5000000	37000000	1502.0
6000000	37000000	2435.0
7000000	37000000	1845.0
8000000	37000000	1841.0
9000000	37000000	2256.0
10000000	37000000	2324.0
11000000	37000000	2616.0
12000000	37000000	1646.0
13000000	37000000	909.0
14000000	37000000	1547.0
15000000	37000000	2329.0
16000000	37000000	2324.0
17000000	37000000	3014.0
18000000	37000000	2815.0
19000000	37000000	2955.0
20000000	37000000	2570.0
21000000	37000000	2826.0
22000000	37000000	3052.0
23000000	37000000	3045.0
24000000	37000000	3247.0
25000000	37000000	3279.0
26000000	37000000	3993.0
27000000	37000000	3765.0
28000000	37000000	3400.0
29000000	37000000	3802.0
30000000	37000000	3944.0
31000000	37000000	5338.0
32000000	37000000	6252.0
33000000	37000000	7660.0
34000000	37000000	8019.0
35000000	37000000	11808.0
36000000	37000000	137080.0
37000000	37000000	324172.0
0	38000000	300.0
1000000	38000000	1613.0
2000000	38000000	1317.0
3000000	38000000	1518.0
4000000	38000000	1295.0
5000000	38000000	1303.0
6000000	38000000	2111.0
7000000	38000000	1733.0
8000000	38000000	1706.0
9000000	38000000	2190.0
10000000	38000000	2099.0
11000000	38000000	2122.0
12000000	38000000	1477.0
13000000	38000000	893.0
14000000	38000000	1495.0
15000000	38000000	2068.0
16000000	38000000	2078.0
17000000	38000000	2726.0
18000000	38000000	2485.0
19000000	38000000	2361.0
20000000	38000000	2271.0
21000000	38000000	2356.0
22000000	38000000	2729.0
